18,0	18
18,1	19
18,2	19
18,3	18
18,4	19
18,5	17
18,6	17
18,7	16
18,8	18
18,9	18
19,0	17
19,1	19
19,2	18
19,3	18
19,4	16
19,5	18
19,6	16
19,7	18
19,8	22
19,9	56
20,0	224
20,1	671
20,2	1081
20,3	814
20,4	433
20,5	187
20,6	104
20,7	81
20,8	73
20,9	66
21,0	62
21,1	63
21,2	67
21,3	63
21,4	59
21,5	55
21,6	58
21,7	51
21,8	53
21,9	48
22,0	56
22,1	81
22,2	263
22,3	945
22,4	2474
22,5	3332
22,6	2475
22,7	1218
22,8	446
22,9	132
23,0	58
23,1	45
23,2	43
23,3	36
23,4	35
23,5	32
23,6	35
23,7	31
23,8	29
23,9	30
24,0	26
24,1	27
24,2	25
24,3	24
24,4	23
24,5	22
